county_code,district_code,school_code,county,district,school,gradespan
25,4360,60,MONMOUTH,RED BANK BORO,RED BANK MIDDLE SCHOOL,8-Apr
25,4360,75,MONMOUTH,RED BANK BORO,RED BANK PRIMARY SCHOOL,PK-03
25,4365,50,MONMOUTH,RED BANK REGIONAL,RED BANK REGIONAL HIGH SCHOOL,12-Sep
25,4520,50,MONMOUTH,ROOSEVELT BORO,ROOSEVELT PUBLIC SCHOOL,PK-06
25,4570,40,MONMOUTH,RUMSON BORO,DEANE-PORTER SCHOOL,PK-03
25,4570,50,MONMOUTH,RUMSON BORO,FORRESTDALE SCHOOL,8-Apr
25,4580,50,MONMOUTH,RUMSON-FAIR HAVEN REG,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,12-Sep
25,4690,50,MONMOUTH,SEA GIRT BORO,SEA GIRT ELEMENTARY SCHOOL,PK-08
25,4760,50,MONMOUTH,SHORE REGIONAL,SHORE REGIONAL HIGH SCHOOL,12-Sep
25,4770,50,MONMOUTH,SHREWSBURY BORO,SHREWSBURY BOROUGH SCHOOL DISTRICT,PK-08
25,4980,50,MONMOUTH,SPRING LAKE BORO,H W MOUNTZ ELEMENTARY SCHOOL,PK-08
25,4990,50,MONMOUTH,SPRING LAKE HEIGHTS BORO,SPRING LAKE HEIGHTS ELEMENTARY SCHOOL,PK-08
25,5185,30,MONMOUTH,TINTON FALLS,MAHALA F. ATCHISON SCHOOL,PK-03
25,5185,50,MONMOUTH,TINTON FALLS,SWIMMING RIVER SCHOOL,5-Apr
25,5185,70,MONMOUTH,TINTON FALLS,TINTON FALLS MIDDLE SCHOOL,8-Jun
25,5230,50,MONMOUTH,UNION BEACH,MEMORIAL SCHOOL,PK-08
25,5310,50,MONMOUTH,UPPER FREEHOLD REGIONAL,ALLENTOWN HIGH SCHOOL,12-Sep
25,5310,60,MONMOUTH,UPPER FREEHOLD REGIONAL,NEWELL ELEMENTARY SCHOOL,PK-04
25,5310,70,MONMOUTH,UPPER FREEHOLD REGIONAL,STONEBRIDGE MIDDLE SCHOOL,8-May
25,5420,50,MONMOUTH,WALL TWP,WALL HIGH SCHOOL,12-Sep
25,5420,60,MONMOUTH,WALL TWP,ALLENWOOD ELEMENTARY SCHOOL,KG-05
25,5420,70,MONMOUTH,WALL TWP,CENTRAL ELEMENTARY SCHOOL,KG-05
25,5420,75,MONMOUTH,WALL TWP,WALL INTERMEDIATE SCHOOL,8-Jun
25,5420,77,MONMOUTH,WALL TWP,OLD MILL ELEMENTARY SCHOOL,KG-05
25,5420,78,MONMOUTH,WALL TWP,WALL PRIMARY SCHOOL,PK
25,5420,80,MONMOUTH,WALL TWP,WEST BELMAR ELEMENTARY SCHOOL,KG-05
25,5640,50,MONMOUTH,WEST LONG BRANCH BORO,FRANK ANTONIDES SCHOOL,8-Apr
25,5640,80,MONMOUTH,WEST LONG BRANCH BORO,BETTY MCELMON ELEMENTARY,PK-03
27,450,20,MORRIS,BOONTON TOWN,BOONTON HIGH SCHOOL,12-Sep
27,450,30,MORRIS,BOONTON TOWN,JOHN HILL SCHOOL,8-Jan
27,450,40,MORRIS,BOONTON TOWN,SCHOOL STREET SCHOOL,PK-KG
27,460,60,MORRIS,BOONTON TWP,ROCKAWAY VALLEY SCHOOL,PK-08
27,630,20,MORRIS,BUTLER BORO,BUTLER HIGH SCHOOL,12-Sep
27,630,25,MORRIS,BUTLER BORO,AARON DECKER SCHOOL,PK-04
27,630,30,MORRIS,BUTLER BORO,RICHARD BUTLER SCHOOL,8-May
27,785,10,MORRIS,SCH DIST OF THE CHATHAMS,CHATHAM HIGH SCHOOL,12-Sep
27,785,30,MORRIS,SCH DIST OF THE CHATHAMS,CHATHAM MIDDLE SCHOOL,8-Jun
27,785,50,MORRIS,SCH DIST OF THE CHATHAMS,LAFAYETTE AVENUS SCHOOL,5-Apr
27,785,60,MORRIS,SCH DIST OF THE CHATHAMS,MILTON AVENUE SCHOOL,PK-03
27,785,70,MORRIS,SCH DIST OF THE CHATHAMS,WASHINGTON AVENUE SCHOOL,PK-03
27,785,80,MORRIS,SCH DIST OF THE CHATHAMS,SOUTHERN BOULEVARD SCHOOL,KG-03
27,820,20,MORRIS,CHESTER TWP,BLACK RIVER MIDDLE SCHOOL,8-Jun
27,820,30,MORRIS,CHESTER TWP,BRAGG ELEMENTARY SCHOOL,5-Mar
27,820,40,MORRIS,CHESTER TWP,DICKERSON ELEMENTARY SCHOOL,PK-02
27,1090,50,MORRIS,DENVILLE TWP,LAKEVIEW ELEMENTARY SCHOOL,PK-05
27,1090,70,MORRIS,DENVILLE TWP,RIVERVIEW ELEMENTARY SCHOOL,KG-05
27,1090,80,MORRIS,DENVILLE TWP,VALLEYVIEW MIDDLE SCHOOL,8-Jun
27,1110,40,MORRIS,DOVER TOWN,DOVER HIGH SCHOOL,12-Sep
27,1110,50,MORRIS,DOVER TOWN,ACADEMY STREET ELEMENTARY SCHOOL,KG-06
27,1110,60,MORRIS,DOVER TOWN,EAST DOVER ELEMENTARY SCHOOL,KG-06
27,1110,65,MORRIS,DOVER TOWN,DOVER MIDDLE SCHOOL,8-Jul
27,1110,70,MORRIS,DOVER TOWN,NORTH DOVER ELEMENTARY SCHOOL,PK-06
27,1190,30,MORRIS,EAST HANOVER TWP,CENTRAL ELEMENTARY SCHOOL,5-Mar
27,1190,35,MORRIS,EAST HANOVER TWP,FRANK J SMITH ELEMENTARY,PK-02
27,1190,50,MORRIS,EAST HANOVER TWP,EAST HANOVER MIDDLE SCHOOL,8-Jun
27,1530,15,MORRIS,FLORHAM PARK BORO,BRIARWOOD SCHOOL,PK-02
27,1530,20,MORRIS,FLORHAM PARK BORO,BROOKLAKE SCHOOL,5-Mar
27,1530,30,MORRIS,FLORHAM PARK BORO,RIDGEDALE MIDDLE SCHOOL,8-Jun
27,1990,50,MORRIS,HANOVER PARK REGIONAL,HANOVER PARK HIGH SCHOOL,12-Sep
27,1990,70,MORRIS,HANOVER PARK REGIONAL,WHIPPANY PARK HIGH SCHOOL,12-Sep
27,2000,25,MORRIS,HANOVER TWP,BEE MEADOW SCHOOL,PK-05
27,2000,40,MORRIS,HANOVER TWP,MEMORIAL JUNIOR SCHOOL,8-Jun
27,2000,50,MORRIS,HANOVER TWP,MOUNTVIEW ROAD SCHOOL,KG-05
27,2000,60,MORRIS,HANOVER TWP,SALEM DRIVE SCHOOL,KG-05
27,2010,50,MORRIS,HARDING TOWNSHIP,HARDING TOWNSHIP SCHOOL,PK-08
27,2380,20,MORRIS,JEFFERSON TWP,JEFFERSON TOWNSHIP HIGH SCHOOL,12-Sep
27,2380,28,MORRIS,JEFFERSON TWP,ARTHUR STANLICK ELEMENTARY SCHOOL,5-Mar
27,2380,33,MORRIS,JEFFERSON TWP,COZY LAKE ELEMENTARY SCHOOL,2-Jan
27,2380,40,MORRIS,JEFFERSON TWP,ELLEN T. BRIGGS ELEMENTARY SCHOOL,KG-02
27,2380,45,MORRIS,JEFFERSON TWP,JEFFERSON TOWNSHIP MIDDLE SCHOOL,8-Jun
27,2380,50,MORRIS,JEFFERSON TWP,MILTON ELEMENTARY SCHOOL,PK-KG
27,2380,70,MORRIS,JEFFERSON TWP,WHITE ROCK ELEMENTARY SCHOOL,5-Mar
27,2460,50,MORRIS,KINNELON BORO,KINNELON HIGH SCHOOL,12-Sep
27,2460,60,MORRIS,KINNELON BORO,KIEL ELEMENTARY SCHOOL,PK-02
27,2460,65,MORRIS,KINNELON BORO,PEARL R. MILLER MIDDLE SCHOOL,8-Jun
27,2460,70,MORRIS,KINNELON BORO,STONYBROOK ELEMENTARY SCHOOL,KG-05
27,2650,35,MORRIS,LINCOLN PARK BORO,LINCOLN PARK ELEMENTARY SCHOOL,PK-04
27,2650,40,MORRIS,LINCOLN PARK BORO,LINCOLN PARK MIDDLE SCHOOL,8-May
27,2870,50,MORRIS,MADISON BORO,MADISON HIGH SCHOOL,12-Sep
27,2870,60,MORRIS,MADISON BORO,CENTRAL AVENUE SCHOOL,PK-05
27,2870,80,MORRIS,MADISON BORO,KINGS ROAD SCHOOL,KG-05
27,2870,100,MORRIS,MADISON BORO,MADISON JUNIOR SCHOOL,8-Jun
27,2870,110,MORRIS,MADISON BORO,TOREY J. SABATINI SCHOOL,KG-05
27,3090,50,MORRIS,MENDHAM BORO,HILLTOP SCHOOL,PK-04
27,3090,60,MORRIS,MENDHAM BORO,MOUNTAIN VIEW,8-May
27,3100,50,MORRIS,MENDHAM TWP,MENDHAM TOWNSHIP ELEMENTARY SCHOOL,PK-04
27,3100,60,MORRIS,MENDHAM TWP,MENDHAM TOWNSHIP MIDDLE SCHOOL,8-May
27,3240,30,MORRIS,MINE HILL TWP,CANFIELD AVENUE SCHOOL,PK-06
27,3340,10,MORRIS,MONTVILLE TWP,MONTVILLE TOWNSHIP HIGH SCHOOL,12-Sep
27,3340,25,MORRIS,MONTVILLE TWP,CEDAR HILL SCHOOL,KG-05
27,3340,30,MORRIS,MONTVILLE TWP,ROBERT R LAZAR MIDDLE SCHOOL,8-Jun
27,3340,50,MORRIS,MONTVILLE TWP,HILLDALE SCHOOL,KG-05
27,3340,55,MORRIS,MONTVILLE TWP,VALLEY VIEW SCHOOL,PK-05
27,3340,65,MORRIS,MONTVILLE TWP,WILLIAM MASON SCHOOL,KG-05
27,3340,70,MORRIS,MONTVILLE TWP,WOODMONT SCHOOL,KG-05
27,3364,80,MORRIS,EDUC SERV COMM MORRIS CO,PARK LAKE SCHOOL,UG
27,3364,85,MORRIS,EDUC SERV COMM MORRIS CO,REGIONAL DAY SCHOOL,UG
27,3365,10,MORRIS,MORRIS COUNTY VOCATIONAL,ACADEMY FOR LAW AND PUBLIC SAFETY,12-Sep
27,3365,20,MORRIS,MORRIS COUNTY VOCATIONAL,ACADEMY FOR MATHEMATICS SCIENCE AND ENGINEERING,12-Sep
27,3365,50,MORRIS,MORRIS COUNTY VOCATIONAL,MORRIS COUNTY SCHOOL OF TECHNOLOGY,12-Sep
27,3370,50,MORRIS,MORRIS HILLS REGIONAL,MORRIS HILLS HIGH SCHOOL,12-Sep
27,3370,60,MORRIS,MORRIS HILLS REGIONAL,MORRIS KNOLLS HIGH SCHOOL,12-Sep
27,3380,20,MORRIS,MORRIS PLAINS BORO,MORRIS PLAINS BOROUGH SCHOOL,8-Mar
27,3380,30,MORRIS,MORRIS PLAINS BORO,MOUNTAIN WAY SCHOOL,KG-02
27,3385,50,MORRIS,MORRIS SCHOOL DISTRICT,MORRISTOWN HIGH SCHOOL,12-Sep
27,3385,60,MORRIS,MORRIS SCHOOL DISTRICT,ALEXANDER HAMILTON,5-Mar
27,3385,65,MORRIS,MORRIS SCHOOL DISTRICT,ALFRED VAIL SCHOOL,KG-02
27,3385,75,MORRIS,MORRIS SCHOOL DISTRICT,FRELINGHUYSEN MIDDLE SCHOOL,8-Jun
27,3385,85,MORRIS,MORRIS SCHOOL DISTRICT,LAFAYETTE LERNING CENTER,PK
27,3385,90,MORRIS,MORRIS SCHOOL DISTRICT,HILLCREST SCHOOL,KG-02
27,3385,100,MORRIS,MORRIS SCHOOL DISTRICT,NORMANDY PARK SCHOOL,KG-05
27,3385,105,MORRIS,MORRIS SCHOOL DISTRICT,SUSSEX AVENUE SCHOOL,5-Mar
27,3385,110,MORRIS,MORRIS SCHOOL DISTRICT,THOMAS JEFFERSON SCHOOL,5-Mar
27,3385,115,MORRIS,MORRIS SCHOOL DISTRICT,WOODLAND SCHOOL,PK-02
27,3410,45,MORRIS,MOUNT ARLINGTON BORO,EDITH M. DECKER ELEMENTARY SCHOOL,PK-02
27,3410,50,MORRIS,MOUNT ARLINGTON BORO,MOUNT ARLINGTON PUBLIC SCHOOL,8-Mar
27,3450,10,MORRIS,MOUNT OLIVE TWP,MOUNT OLIVE HIGH SCHOOL,12-Sep
27,3450,40,MORRIS,MOUNT OLIVE TWP,MOUNT OLIVE MIDDLE SCHOOL,8-Jun
27,3450,50,MORRIS,MOUNT OLIVE TWP,CHESTER M. STEPHENS ELEMENTARY SCHOOL,KG-05
27,3450,60,MORRIS,MOUNT OLIVE TWP,MOUNTAIN VIEW ELEMENTARY SCHOOL,KG-05
27,3450,65,MORRIS,MOUNT OLIVE TWP,SANDSHORE RD. ELEMENTARY SCHOOL,KG-05
27,3450,70,MORRIS,MOUNT OLIVE TWP,TINC RD. ELEMENTARY SCHOOL,KG-05
27,3460,50,MORRIS,MOUNTAIN LAKES BORO,MOUNTAIN LAKES HIGH SCHOOL,12-Sep
27,3460,60,MORRIS,MOUNTAIN LAKES BORO,BRIARCLIFF MIDDLE SCHOOL,8-Jun
27,3460,70,MORRIS,MOUNTAIN LAKES BORO,LAKE DRIVE PROGRAM FOR HEARING IMPARED,PK-08
27,3460,80,MORRIS,MOUNTAIN LAKES BORO,WILDWOOD ELEMENTARY SCHOOL,KG-05
27,3520,60,MORRIS,NETCONG BORO,NETCONG ELEMENTARY SCHOOL,PK-08
27,3950,50,MORRIS,PARSIPPANY-TROY HILLS TWP,PARSIPPANY HIGH SCHOOL,12-Sep
27,3950,53,MORRIS,PARSIPPANY-TROY HILLS TWP,PARSIPPANY HILLS HIGH SCHOOL,12-Sep
27,3950,55,MORRIS,PARSIPPANY-TROY HILLS TWP,BROOKLAWN MIDDLE SCHOOL,8-Jun
27,3950,60,MORRIS,PARSIPPANY-TROY HILLS TWP,CENTRAL MIDDLE SCHOOL,8-Jun
27,3950,62,MORRIS,PARSIPPANY-TROY HILLS TWP,EASTLAKE ELEMENTARY SCHOOL,PK-05
27,3950,64,MORRIS,PARSIPPANY-TROY HILLS TWP,INTERVALE ELEMENTARY SCHOOL,KG-05
27,3950,65,MORRIS,PARSIPPANY-TROY HILLS TWP,KNOLLWOOD ELEMENTARY SCHOOL,KG-05
27,3950,70,MORRIS,PARSIPPANY-TROY HILLS TWP,LAKE HIAWATHA ELEMENTARY SCHOOL,PK-05
27,3950,80,MORRIS,PARSIPPANY-TROY HILLS TWP,LAKE PARSIPPANY ELEMENTARY SCHOOL,KG-05
27,3950,90,MORRIS,PARSIPPANY-TROY HILLS TWP,LITTLETON ELEMENTARY SCHOOL,PK-05
27,3950,100,MORRIS,PARSIPPANY-TROY HILLS TWP,MOUNT TABOR ELEMENTARY SCHOOL,KG-05
27,3950,103,MORRIS,PARSIPPANY-TROY HILLS TWP,NORTHVAIL ELEMENTARY SCHOOL,KG-05
27,3950,107,MORRIS,PARSIPPANY-TROY HILLS TWP,ROCKAWAY MEADOW ELEMENTARY SCHOOL,KG-05
27,3950,120,MORRIS,PARSIPPANY-TROY HILLS TWP,TROY HILLS ELEMENTARY SCHOOL,KG-05
27,4000,30,MORRIS,LONG HILL TWP,CENTRAL MIDDLE SCHOOL,8-Jun
27,4000,50,MORRIS,LONG HILL TWP,GILLETTE ELEMENTARY SCHOOL,PK-01
27,4000,60,MORRIS,LONG HILL TWP,MILLINGTON ELEMENTARY SCHOOL,5-Feb
27,4080,50,MORRIS,PEQUANNOCK TWP,PEQUANNOCK TOWNSHIP HIGH SCHOOL,12-Sep
27,4080,55,MORRIS,PEQUANNOCK TWP,HILLVIEW SCHOOL,KG-05
27,4080,60,MORRIS,PEQUANNOCK TWP,NORTH BOULEVARD SCHOOL,PK-05
27,4080,80,MORRIS,PEQUANNOCK TWP,PEQUANNOCK VALLEY SCHOOL,8-Jun
27,4080,100,MORRIS,PEQUANNOCK TWP,STEPHEN J. GERACE SCHOOL,KG-05
27,4330,50,MORRIS,RANDOLPH TWP,RANDOLPH HIGH SCHOOL,12-Sep
27,4330,57,MORRIS,RANDOLPH TWP,CENTER GROVE SCHOOL,PK-05
27,4330,65,MORRIS,RANDOLPH TWP,FERNBROOK SCHOOL,KG-05
27,4330,70,MORRIS,RANDOLPH TWP,IRONIA SCHOOL,KG-05
27,4330,75,MORRIS,RANDOLPH TWP,RANDOLPH MIDDLE SCHOOL,8-Jun
27,4330,80,MORRIS,RANDOLPH TWP,SHONGUM SCHOOL,KG-05
27,4440,50,MORRIS,RIVERDALE BORO,RIVERDALE SCHOOL,PK-08
27,4480,50,MORRIS,ROCKAWAY BORO,THOMAS JEFFERSON MIDDLE SCHOOL,8-Apr
27,4480,60,MORRIS,ROCKAWAY BORO,LINCOLN ELEMENTARY SCHOOL,PK-03
27,4490,10,MORRIS,ROCKAWAY TWP,BIRCHWOOD ELEMENTARY SCHOOL,KG-05
27,4490,15,MORRIS,ROCKAWAY TWP,COPELAND MIDDLE SCHOOL,8-Jun
27,4490,19,MORRIS,ROCKAWAY TWP,CATHERINE A DWYER ELEMENTARY SCHOOL,KG-05
27,4490,25,MORRIS,ROCKAWAY TWP,DENNIS B O'BRIEN ELEMENTARY SCHOOL,PK-05
27,4490,30,MORRIS,ROCKAWAY TWP,KATHARINE D MALONE ELEMENTARY SCHOOL,KG-05
27,4490,80,MORRIS,ROCKAWAY TWP,STONY BROOK ELEMENTARY SCHOOL,KG-05
27,4560,50,MORRIS,ROXBURY TWP,ROXBURY HIGH SCHOOL,12-Sep
27,4560,55,MORRIS,ROXBURY TWP,EISENHOWER MIDDLE SCHOOL,8-Jul
27,4560,60,MORRIS,ROXBURY TWP,FRANKLIN ELEMENTARY SCHOOL,KG-04
27,4560,65,MORRIS,ROXBURY TWP,JEFFERSON ELEMENTARY SCHOOL,KG-04
27,4560,67,MORRIS,ROXBURY TWP,KENNEDY ELEMENTARY SCHOOL,KG-04
27,4560,80,MORRIS,ROXBURY TWP,LINCOLN/ROOSEVELT SCHOOL,6-May
27,4560,85,MORRIS,ROXBURY TWP,NIXON ELEMENTARY SCHOOL,KG-04
27,5520,30,MORRIS,WASHINGTON TWP,FLOCKTOWN-KOSSMANN ELEMENTARY SCHOOL,PK-05
27,5520,35,MORRIS,WASHINGTON TWP,LONG VALLEY MIDDLE SCHOOL,8-Jun
27,5520,40,MORRIS,WASHINGTON TWP,OLD FARMERS ROAD SCHOOL,KG-05
27,5520,50,MORRIS,WASHINGTON TWP,BENEDICT A. CUCINELLA SCHOOL,PK-05
27,5660,30,MORRIS,WEST MORRIS REGIONAL,WEST MORRIS CENTRAL HIGH SCHOOL,12-Sep
27,5660,50,MORRIS,WEST MORRIS REGIONAL,WEST MORRIS MENDHAM HIGH SCHOOL,12-Sep
27,5770,30,MORRIS,WHARTON BORO,ALFRED C. MACKINNON MIDDLE SCHOOL,8-Jun
27,5770,40,MORRIS,WHARTON BORO,MARIE V. DUFFY ELEMENTARY SCHOOL,PK-05
29,185,10,OCEAN,BARNEGAT TWP,LILLIAN M. DUNFEE ELEMENTARY,KG-05
29,185,15,OCEAN,BARNEGAT TWP,CECIL S COLIN ELEMENTARY SCHOOL,PK-05
29,185,30,OCEAN,BARNEGAT TWP,BARNEGAT HIGH SCHOOL,12-Sep
29,185,50,OCEAN,BARNEGAT TWP,RUSSELL O. BRACKMAN MIDDLE SCHOOL,8-Jun
29,185,70,OCEAN,BARNEGAT TWP,ROBERT L. HORBELT ELEMENTARY SCHOOL,KG-05
29,185,80,OCEAN,BARNEGAT TWP,JOSEPH T. DONAHUE ELEMENTARY SCHOOL,KG-05
29,210,20,OCEAN,BAY HEAD BORO,BAY HEAD ELEMENTARY,KG-08
29,230,20,OCEAN,BEACH HAVEN BORO,BEACH HAVEN SCHOOL,PK-06
29,320,20,OCEAN,BERKELEY TWP,BAYVILLE ELEMENTARY SCHOOL,PK-04
29,320,25,OCEAN,BERKELEY TWP,BERKELEY TOWNSHIP ELEMENTARY SCHOOL,6-May
29,320,30,OCEAN,BERKELEY TWP,CLARA B. WORTH ELEMENTARY SCHOOL,PK-04
29,320,40,OCEAN,BERKELEY TWP,H & M POTTER SCHOOL,KG-04
29,530,20,OCEAN,BRICK TWP,BRICK TOWNSHIP HIGH SCHOOL,12-Sep
29,530,25,OCEAN,BRICK TWP,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,12-Sep
29,530,27,OCEAN,BRICK TWP,BRICK COMMUNITY PRIMARY LEARNING CENTER,PK-KG
29,530,30,OCEAN,BRICK TWP,DRUM POINT ROAD ELEMENTARY SCHOOL,KG-06
29,530,35,OCEAN,BRICK TWP,EMMA HAVENS YOUNG ELEMENTARY SCHOOL,KG-06
29,530,40,OCEAN,BRICK TWP,HERBERTSVILLE ELEMENTARY SCHOOL,KG-06
29,530,43,OCEAN,BRICK TWP,LAKE RIVIERA MIDDLE SCHOOL,8-Jun
29,530,45,OCEAN,BRICK TWP,LANES MILL ELEMENTARY SCHOOL,KG-06
29,530,60,OCEAN,BRICK TWP,MIDSTREAMS ELEMENTARY SCHOOL,KG-06
29,530,70,OCEAN,BRICK TWP,OSBORNVILLE ELEMENTARY SCHOOL,KG-06
29,530,80,OCEAN,BRICK TWP,VETERANS MEMORIAL ELEMENTARY SCHOOL,KG-06
29,530,90,OCEAN,BRICK TWP,VETERANS MEMORIAL MIDDLE SCHOOL,8-Jun
29,770,30,OCEAN,CENTRAL REGIONAL,CENTRAL REGIONAL HIGH SCHOOL,12-Sep
29,770,50,OCEAN,CENTRAL REGIONAL,CENTRAL REGIONAL MIDDLE SCHOOL,8-Jul
29,1150,20,OCEAN,EAGLESWOOD TWP,EAGLESWOOD ELEMENTARY SCHOOL,PK-06
29,2350,50,OCEAN,ISLAND HEIGHTS BORO,ISLAND HEIGHTS ELEMENTARY SCHOOL,KG-06
29,2360,20,OCEAN,JACKSON TWP,JACKSON MEMORIAL HIGH SCHOOL,12-Sep
29,2360,25,OCEAN,JACKSON TWP,JACKSON LIBERTY HIGH SCHOOL,12-Sep
29,2360,30,OCEAN,JACKSON TWP,CRAWFORD-RODRIGUEZ ELEMENTARY SCHOOL,PK-05
29,2360,35,OCEAN,JACKSON TWP,ELMS ELEMENTARY SCHOOL,PK-05
29,2360,40,OCEAN,JACKSON TWP,SYLVIA ROSENAUER ELEMENTARY SCHOOL,PK-05
29,2360,44,OCEAN,JACKSON TWP,HOWARD C. JOHNSON ELEMENTARY SCHOOL,KG-05
29,2360,46,OCEAN,JACKSON TWP,LUCY N. HOLMAN ELEMENTARY SCHOOL,KG-05
29,2360,48,OCEAN,JACKSON TWP,CHRISTA MCAULIFFE MIDDLE SCHOOL,8-Jun
29,2360,50,OCEAN,JACKSON TWP,SWITLIK ELEMENTARY SCHOOL,KG-05
29,2360,55,OCEAN,JACKSON TWP,CARL W. GOETZ MIDDLE SCHOOL,8-Jun
29,2480,20,OCEAN,LACEY TWP,LACEY TOWNSHIP HIGH SCHOOL,12-Sep
29,2480,40,OCEAN,LACEY TWP,CEDAR CREEK ELEMENTARY SCHOOL,KG-04
29,2480,50,OCEAN,LACEY TWP,FORKED RIVER ELEMENTARY SCHOOL,KG-04
29,2480,53,OCEAN,LACEY TWP,LACEY TOWNSHIO MIDDLE SCHOOL,8-Jul
29,2480,55,OCEAN,LACEY TWP,MILL POND ELEMENTARY SCHOOL,6-May
29,2480,60,OCEAN,LACEY TWP,LANOKA HARBOR ELEMENTARY SCHOOL,KG-06
29,2500,50,OCEAN,LAKEHURST BORO,LAKEHURST ELEMENTARY SCHOOL,PK-08
29,2520,50,OCEAN,LAKEWOOD TWP,LAKEWOOD HIGH SCHOOL,12-Sep
29,2520,70,OCEAN,LAKEWOOD TWP,CLIFTON AVE GRADE SCHOOL,5-Jan
29,2520,80,OCEAN,LAKEWOOD TWP,ELLA G CLARKE ELEMENTARY SCHOOL,5-Jan
29,2520,83,OCEAN,LAKEWOOD TWP,LAKEWOOD MIDDLE SCHOOL,8-Jun
29,2520,84,OCEAN,LAKEWOOD TWP,OAK STREET ELEM SCHOOL,5-Jan
29,2520,90,OCEAN,LAKEWOOD TWP,SPRUCE STREET ELEMENTARY SCHOOL,KG-01
29,2520,300,OCEAN,LAKEWOOD TWP,LAKEWOOD EARLY CHILDHOOD CENTER,PK-KG
29,2550,50,OCEAN,LAVALLETTE BORO,LAVALLETTE ELEMENTARY SCHOOL,KG-08
29,2690,30,OCEAN,LITTLE EGG HARBOR TWP,FROG POND ELEMENTARY SCHOOL,KG-06
29,2690,50,OCEAN,LITTLE EGG HARBOR TWP,GEORGE J. MITCHELL ELEMENTARY SCHOOL,PK-06
29,2690,300,OCEAN,LITTLE EGG HARBOR TWP,ROBERT C. WOOD SR EARLY CHILDHOOD CENTER,PK
29,2760,20,OCEAN,LONG BEACH ISLAND,ETHEL A. JACOBSEN ELEMENTARY SCHOOL,PK-02
29,2760,50,OCEAN,LONG BEACH ISLAND,LONG BEACH ISLAND GRADE SCHOOL,6-Mar
29,2940,8,OCEAN,MANCHESTER TWP,MANCHESTER REGIONAL DAY SCHOOL,KG-12
29,2940,40,OCEAN,MANCHESTER TWP,MANCHESTER TOWNSHIP HIGH SCHOOL,12-Sep
29,2940,43,OCEAN,MANCHESTER TWP,MANCHESTER TOWNSHIP ELEMENTARY SCHOOL,KG-05
29,2940,45,OCEAN,MANCHESTER TWP,MANCHESTER TOWNSHIP MIDDLE SCHOOL,8-Jun
29,2940,50,OCEAN,MANCHESTER TWP,RIDGEWAY ELEMENTARY SCHOOL,PK-05
29,2940,60,OCEAN,MANCHESTER TWP,WHITING ELEMENTARY SCHOOL,PK-05
29,3790,10,OCEAN,OCEAN COUNTY VOCATIONAL,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL BRICK CENTER,12-Sep
29,3790,20,OCEAN,OCEAN COUNTY VOCATIONAL,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL JACKSON CENTER,12-Sep
29,3790,30,OCEAN,OCEAN COUNTY VOCATIONAL,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL TOMS RIVER CENTER,12-Sep
29,3790,40,OCEAN,OCEAN COUNTY VOCATIONAL,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL WARETOWN CENTER,12-Sep
29,3790,45,OCEAN,OCEAN COUNTY VOCATIONAL,MARINE ACADEMY OF TECHNOLOGY AND ENVIRONMENTAL SCIENCE,12-Sep
29,3790,55,OCEAN,OCEAN COUNTY VOCATIONAL,PERFORMING ARTS ACADEMY OF THE OCEAN COUNTY VOCATIONAL TECH,12-Sep
29,3790,100,OCEAN,OCEAN COUNTY VOCATIONAL,OCEAN COUNTY VOCATIONAL TECHNICAL SCHOOL LAKEHURST CENTER,12-Nov
29,3800,50,OCEAN,OCEAN GATE BORO,OCEAN GATE ELEMENTARY SCHOOL,PK-06
29,3820,30,OCEAN,OCEAN TWP,FREDERIC A. PRIFF ELEMENTARY SCHOOL,6-Apr
29,3820,50,OCEAN,OCEAN TWP,WARETOWN ELEMENTARY SCHOOL,PK-03
29,4105,50,OCEAN,PINELANDS REGIONAL,PINELANDS REGIONAL HIGH SCHOOL,12-Oct
29,4105,60,OCEAN,PINELANDS REGIONAL,PINELANDS REGIONAL JUNIOR HIGH SCHOOL,9-Jul
29,4190,10,OCEAN,PLUMSTED TWP,NEW EGYPT HIGH SCHOOL,12-Sep
29,4190,40,OCEAN,PLUMSTED TWP,NEW EGYPT PRIMARY SCHOOL,PK-KG
29,4190,50,OCEAN,PLUMSTED TWP,DR. GERALD H. WOEHR ELEMENTARY SCHOOL,5-Feb
29,4190,80,OCEAN,PLUMSTED TWP,NEW EGYPT MIDDLE SCHOOL,8-Jun
29,4210,30,OCEAN,POINT PLEASANT BORO,POINT PLEASANT BOROUGH HIGH SCHOOL,12-Sep
29,4210,50,OCEAN,POINT PLEASANT BORO,MEMORIAL MIDDLE SCHOOL,8-Jun
29,4210,55,OCEAN,POINT PLEASANT BORO,NELLIE F. BENNETT ELEMENTARY SCHOOL,PK-05
29,4210,60,OCEAN,POINT PLEASANT BORO,OCEAN ROAD ELEMENTARY SCHOOL,PK-05
29,4220,50,OCEAN,POINT PLEASANT BEACH BORO,POINT PLEASANT BEACH HIGH SCHOOL,12-Sep
